日期,销量(千克),销售单价(元/千克),批发价格(元/千克),损耗率_品类,成本加成定价
2020-07-01,76.715,12.37915057915058,6.3725096525096525,9.24,11.151891891891893
2020-07-02,66.064,12.690265486725664,6.779646017699116,9.24,11.821370627897178
2020-07-03,64.253,12.840528634361235,7.122731277533039,9.24,12.464779735682818
2020-07-04,81.282,12.247098976109216,6.454505119453925,9.24,11.295383959044369
2020-07-05,98.496,12.12897727272727,6.5725,9.24,11.501875
2020-07-06,58.682,13.140807174887893,6.920896860986548,9.24,12.111569506726457
2020-07-07,42.213,14.838743455497381,7.566178010471203,9.24,13.240811518324607
2020-07-08,65.88,13.105785123966943,6.976239669421488,9.24,12.141128868902934
2020-07-09,58.86,12.45570776255708,6.2694977168949775,9.24,10.97162100456621
2020-07-10,58.936,14.267078189300411,7.135802469135802,9.24,12.487654320987655
2020-07-11,85.936,13.688235294117648,7.417483660130719,9.24,12.954762801728377
2020-07-12,72.168,13.634228187919463,7.109765100671141,9.24,12.410446749096899
2020-07-13,61.24,12.247727272727273,6.783409090909091,9.24,11.826117752177534
2020-07-14,66.745,12.56311111111111,6.6671555555555555,9.24,11.65805259544875
2020-07-15,73.354,11.45495867768595,6.453512396694215,9.24,11.280376579849648
2020-07-16,72.656,11.80168776371308,6.795696202531645,9.24,11.77237450883803
2020-07-17,61.025,12.903669724770642,7.124770642201835,9.24,12.428938108679638
2020-07-18,85.051,13.210377358490565,7.076698113207547,9.24,12.302193503659167
2020-07-19,102.711,12.256195965417866,6.972046109510087,9.24,12.163991735980474
2020-07-20,67.35,10.988617886178861,6.908373983739837,9.24,11.90860687789747
2020-07-21,56.993,10.885221674876846,6.44768472906404,9.24,11.27814215341309
2020-07-22,81.309,11.15121107266436,6.5766435986159175,9.24,11.486000605414981
2020-07-23,57.639,12.272169811320754,6.743632075471699,9.24,11.773151424725635
2020-07-24,57.58,11.744949494949495,7.287272727272726,9.24,12.623834709367076
2020-07-25,94.206,11.396485623003194,7.464313099041533,9.24,12.101971645636198
2020-07-26,102.06099999999999,11.40948275862069,7.221034482758621,9.24,12.461690811821068
2020-07-27,71.402,12.742745098039215,7.567725490196079,9.24,13.196400937371799
2020-07-28,66.001,11.411999999999999,7.400888888888889,9.24,12.072014172795987
2020-07-29,82.494,11.018085106382978,7.476241134751772,9.24,12.231125617916616
2020-07-30,67.643,10.363135593220338,6.948474576271186,9.24,11.592473397979715
2020-07-31,41.104,11.83421052631579,7.16203947368421,9.24,12.35640189628483
2020-08-01,66.156,11.976226415094338,7.334415094339622,9.24,12.419975353978057
2020-08-02,67.963,10.785714285714286,6.528531746031747,9.24,10.256613330681338
2020-08-03,86.474,10.465084745762711,6.240677966101695,9.24,10.921186440677966
2020-08-04,73.365,10.375111111111112,6.1669777777777774,9.24,10.792211111111111
2020-08-05,82.229,10.762500000000001,6.508749999999999,9.24,11.344127538071065
2020-08-06,74.047,10.82008032128514,6.4994779116465855,9.24,11.34351572165439
2020-08-07,78.611,11.122900763358778,6.518854961832061,9.24,11.407996183206107
2020-08-08,100.292,11.047058823529412,6.623500000000001,9.24,11.591125
2020-08-09,73.684,10.460392156862746,6.74443137254902,9.24,11.796686035389767
2020-08-10,78.735,10.212167300380228,6.623460076045627,9.24,11.591055133079848
2020-08-11,73.292,10.59453125,6.5353125,9.24,11.436796875
2020-08-12,85.166,10.294927536231885,6.489710144927535,9.24,11.356992753623187
2020-08-13,61.768,10.43063063063063,6.467297297297297,9.24,11.317770270270271
2020-08-14,76.489,10.360919540229885,6.4175095785440615,9.24,11.230641762452107
2020-08-15,94.285,10.460550458715597,6.184311926605504,9.24,10.822545871559633
2020-08-16,95.285,10.157446808510638,6.082127659574468,9.24,10.643723404255319
2020-08-17,72.953,9.420717131474103,5.8380079681274895,9.24,9.859743465163735
2020-08-18,76.92,9.589922480620155,5.602558139534884,9.24,9.804476744186047
2020-08-19,80.919,8.346570397111913,5.523754512635379,9.24,9.562266983918608
2020-08-20,75.953,8.407407407407407,5.421777777777777,9.24,9.488111111111111
2020-08-21,85.19800000000001,8.239716312056737,5.421489361702127,9.24,9.487606382978724
2020-08-22,116.801,8.443850267379679,5.689866310160427,9.24,9.671941562587538
2020-08-23,93.714,8.529761904761905,5.566428571428571,9.24,9.482187815705212
2020-08-24,97.079,8.03274021352313,5.587508896797153,9.24,8.86213262228213
2020-08-25,107.213,8.047507331378299,5.40316715542522,9.24,8.947686383551115
2020-08-26,82.32000000000001,8.027046263345195,5.371387900355871,9.24,8.776422591907433
2020-08-27,89.92,8.084912280701754,5.198912280701754,9.24,8.907327260458839
2020-08-28,156.11,6.815508021390374,4.434465240641711,9.24,6.91977360450891
2020-08-29,145.627,6.843434343434343,4.652727272727272,9.24,7.992272095398221
2020-08-30,155.811,7.168181818181818,4.479068181818182,9.24,7.670959240109672
2020-08-31,117.965,7.061818181818182,4.572424242424242,9.24,7.958398723550593
2020-09-01,102.504,7.034364261168385,4.619725085910654,9.24,7.97181880795466
2020-09-02,83.969,6.982758620689655,3.9686206896551726,9.239999999999998,6.819520487389115
2020-09-03,87.119,7.285171102661597,4.330456273764258,9.24,7.46471180856662
2020-09-04,91.579,7.23956043956044,4.912197802197802,9.24,7.821505688760127
2020-09-05,110.43900000000001,8.033139534883722,4.619825581395349,9.24,6.817763947992749
2020-09-06,126.5,9.057731958762886,5.740644329896907,9.24,9.82759235395189
2020-09-07,56.473,9.357062146892655,5.51090395480226,9.24,9.55568862127069
2020-09-08,50.259,9.123636363636365,5.131818181818182,9.24,8.812860582569884
2020-09-09,39.795,9.466165413533835,5.325263157894737,9.24,9.197391798824793
2020-09-10,49.321,10.264367816091953,5.840402298850575,9.24,10.05236111111111
2020-09-11,50.22,10.544318181818182,6.010397727272727,9.24,10.222178193573667
2020-09-12,74.51,10.894029850746268,6.645410447761194,9.24,11.565307380779032
2020-09-13,83.723,10.798586572438163,7.049434628975265,9.24,12.078948680303258
2020-09-14,48.55,10.716564417177914,6.982269938650306,9.24,12.09740167502482
2020-09-15,49.991,10.627906976744185,6.806627906976744,9.24,11.626490970270039
2020-09-16,46.895,11.503703703703703,7.105987654320988,9.24,12.334468294051627
2020-09-17,46.145,11.819209039548022,7.169887005649717,9.24,12.547302259887005
2020-09-18,48.075,10.873684210526315,7.7728947368421055,9.24,11.68894598398774
2020-09-19,84.269,10.869731800766283,7.246896551724137,9.24,10.616555633936574
2020-09-20,99.148,11.525581395348837,6.602209302325583,9.24,11.457006241450069
2020-09-21,56.561,11.560714285714285,7.017678571428571,9.24,11.8110264708352
2020-09-22,77.009,11.56768558951965,8.363100436681224,9.24,12.424378438612885
2020-09-23,54.327,12.258333333333333,8.89890625,9.24,13.741531486445197
2020-09-24,50.486,12.302732240437159,7.981967213114754,9.24,13.96844262295082
2020-09-25,53.938,12.483076923076922,7.9767179487179485,9.24,13.95925641025641
2020-09-26,68.094,11.808298755186723,7.7702904564315345,9.24,13.361271487848253
2020-09-27,54.459,11.905699481865286,7.424041450777201,9.24,12.992072538860102
2020-09-28,37.410000000000004,10.981954887218045,7.601804511278195,9.24,12.223553141443121
2020-09-29,57.017,10.765258215962442,7.480516431924882,9.24,11.937818004895469
2020-09-30,53.628,10.753051643192489,7.484553990610329,9.24,11.76557511737089
2020-10-01,64.092,11.010894941634241,7.262918287937743,9.24,12.327629283293586
2020-10-02,69.054,11.285211267605634,7.149049295774647,9.24,12.152014817004215
2020-10-03,84.728,11.38255033557047,6.709362416107382,9.24,11.741384228187918
2020-10-04,75.21,11.555311355311355,7.524725274725275,9.24,12.947717852323114
2020-10-05,87.933,11.725448028673835,7.130931899641577,9.24,12.47913082437276
2020-10-06,81.727,11.969172932330828,7.194924812030075,9.24,12.591118421052633
2020-10-07,63.151,12.846017699115043,8.06637168141593,9.24,14.116150442477876
2020-10-08,72.023,12.602542372881356,7.953347457627118,9.24,13.918358050847457
2020-10-09,51.243,12.194845360824743,8.336546391752577,9.24,14.06307350707961
2020-10-10,52.511,11.708988764044943,8.240280898876405,9.24,13.69491707255683
2020-10-11,70.214,12.097435897435899,8.17871794871795,9.24,14.087798120222793
