日期,销量(千克),销售单价(元/千克),批发价格(元/千克),损耗率_品类,成本加成定价
2020-07-01,205.402,7.603820224719101,5.137370786516854,12.83,7.900161103906319
2020-07-02,198.362,7.238534278959811,4.2373758865248226,12.83,7.247361630312841
2020-07-03,190.779,7.432758620689655,4.4747044334975365,12.830000000000002,7.722038441074754
2020-07-04,236.587,7.84296577946768,4.921863117870722,12.83,8.403493185637137
2020-07-05,223.899,7.1055118110236215,4.3685236220472445,12.83,7.518472007771722
2020-07-06,195.74,7.952983293556087,5.077112171837709,12.830000000000002,8.177141619832165
2020-07-07,172.052,7.899738219895288,4.950157068062827,12.830000000000002,8.55430761155982
2020-07-08,152.57,8.111011904761906,5.0269642857142856,12.83,8.760724009490568
2020-07-09,187.439,7.79386189258312,4.836393861892583,12.83,8.395374692722172
2020-07-10,179.833,7.425065274151437,4.598537859007833,12.83,7.986166223834718
2020-07-11,270.343,7.843356643356643,4.850821678321679,12.83,8.399684910059133
2020-07-12,300.189,7.4479326186830015,4.6124349157733535,12.83,7.99354934944773
2020-07-13,190.832,7.681565656565657,4.865277777777777,12.83,8.430793609213257
2020-07-14,190.599,7.452058111380145,4.529491525423729,12.83,7.91674650012955
2020-07-15,217.442,7.167177242888402,4.366761487964989,12.83,7.622078767290121
2020-07-16,212.526,7.322317596566523,4.450085836909871,12.83,7.704588827813242
2020-07-17,195.67,7.2165137614678905,4.391422018348624,12.83,7.597003800794263
2020-07-18,274.265,7.513079470198675,4.6472682119205295,12.83,8.026833327350019
2020-07-19,319.791,7.329411764705882,4.551029411764706,12.83,7.871320018158524
2020-07-20,204.997,7.097453703703703,4.3556944444444445,12.83,7.552362774424474
2020-07-21,214.99,7.672196261682243,4.694836448598131,12.83,8.057792286896325
2020-07-22,232.41,7.363,4.431979999999999,12.83,7.717879070069494
2020-07-23,199.984,7.292626728110599,4.279608294930876,12.83,7.336134078458628
2020-07-24,176.325,7.626415094339623,4.50633423180593,12.83,7.754580814973416
2020-07-25,227.137,8.14941634241245,4.869299610894942,12.83,8.47974318476086
2020-07-26,250.825,8.29434306569343,4.864835766423358,12.83,8.478830091646532
2020-07-27,198.00900000000001,8.175,4.708529411764705,12.83,8.142068257660624
2020-07-28,165.443,8.299166666666666,4.769666666666667,12.83,8.258052294820365
2020-07-29,193.729,8.129297820823245,4.778305084745763,12.83,8.197771883850516
2020-07-30,201.743,8.051089588377724,4.730677966101695,12.83,8.148427732162816
2020-07-31,197.166,8.161098398169337,4.593935926773455,12.83,7.981311653848953
2020-08-01,229.89000000000001,8.309108159392789,4.736546489563567,12.83,8.168741530190823
2020-08-02,243.138,8.96234003656307,5.169506398537477,12.83,8.954942430741106
2020-08-03,207.843,8.439148936170213,5.0307872340425535,12.83,8.778491887414955
2020-08-04,180.012,7.937726098191215,4.635012919896641,12.83,8.111272609819121
2020-08-05,244.395,8.22904411764706,4.902334558823529,12.83,8.50818624970231
2020-08-06,234.777,8.13070707070707,4.826606060606061,12.83,8.34565744160832
2020-08-07,204.941,8.635915492957746,5.0128638497652585,12.83,8.73459521355777
2020-08-08,311.161,8.30354938271605,4.945277777777778,12.83,8.60373106060606
2020-08-09,250.59,8.382539682539683,4.993253968253968,12.83,8.709837962962963
2020-08-10,210.292,8.298491379310345,4.914288793103449,12.83,8.548205472373462
2020-08-11,216.713,7.644175824175824,4.748043956043956,12.83,8.11735600722454
2020-08-12,206.877,7.935159817351598,4.948949771689497,12.83,8.58587931177419
2020-08-13,188.208,7.247150259067357,4.484715025906736,12.83,7.76890696862083
2020-08-14,217.758,7.646583850931678,4.525093167701863,12.83,7.856801242236025
2020-08-15,245.136,8.16232741617357,4.766607495069033,12.83,8.341563116370809
2020-08-16,241.48,7.7790890269151145,4.484596273291926,12.83,7.84804347826087
2020-08-17,215.633,6.841935483870968,4.220172043010752,12.83,7.385301075268817
2020-08-18,225.113,7.237234042553191,4.464085106382979,12.83,7.803605828220858
2020-08-19,214.173,7.237528604118993,4.337894736842105,12.83,7.591315789473684
2020-08-20,233.532,7.4955319148936175,4.403297872340425,12.83,7.705771276595744
2020-08-21,207.076,7.7274881516587675,4.720023696682464,12.83,8.180574920092582
2020-08-22,273.081,7.595152603231598,4.6175224416517056,12.83,8.053824550673742
2020-08-23,261.552,7.777671755725191,4.613129770992367,12.83,8.051636450381679
2020-08-24,260.694,7.167216494845361,4.387298969072165,12.83,7.668116838487973
2020-08-25,343.427,5.9758802816901415,3.864894366197183,12.83,6.384912340455147
2020-08-26,241.686,6.901204819277109,4.100020080321285,12.83,7.101737924047302
2020-08-27,199.007,8.057635467980296,4.794039408866995,12.830000000000002,8.25372462391482
2020-08-28,195.032,7.783453237410072,4.603069544364509,12.83,7.912716424469986
2020-08-29,267.031,8.042173112338858,4.914622467771639,12.83,8.41354837607
2020-08-30,266.387,7.96734693877551,4.7979962894248604,12.83,8.362693801044315
2020-08-31,224.882,7.780387931034483,4.765818965517242,12.83,8.30719707854406
2020-09-01,190.627,7.653768844221105,4.840226130653266,12.83,8.392634946982794
2020-09-02,179.819,7.812876712328767,4.577671232876713,12.83,8.010924657534247
2020-09-03,193.463,7.158808290155441,4.261476683937824,12.83,7.369925277939729
2020-09-04,176.316,7.429682997118156,4.365331412103746,12.83,7.639329971181556
2020-09-05,249.559,7.81122244488978,4.572004008016032,12.83,7.946100741305621
2020-09-06,275.793,8.112014134275618,4.607173144876325,12.83,8.053845280161534
2020-09-07,148.221,8.13936507936508,4.540063492063492,12.83,7.945111111111111
2020-09-08,158.329,7.644816053511707,4.3476254180602005,12.83,7.5479677873613795
2020-09-09,131.492,7.565277777777778,4.214027777777777,12.83,7.3523996663059155
2020-09-10,119.919,7.35983606557377,4.127008196721311,12.83,7.222264344262294
2020-09-11,151.957,7.290291262135922,4.328543689320388,12.83,7.5749514563106795
2020-09-12,231.525,7.467328918322296,4.286666666666666,12.83,7.494885708182012
2020-09-13,263.345,7.110351966873706,4.1888612836438925,12.83,7.307786892098573
2020-09-14,175.844,6.829714285714286,4.052885714285714,12.83,7.065724489795918
2020-09-15,156.048,6.903603603603604,4.034744744744745,12.830000000000002,7.060803303303303
2020-09-16,176.949,6.494350282485875,4.362316384180791,12.829999999999998,7.075176717908291
2020-09-17,143.534,7.566554054054054,4.198986486486487,12.83,7.326666154791155
2020-09-18,154.388,7.350159744408946,4.0644728434504795,12.83,7.112827476038339
2020-09-19,235.874,7.075,3.920926724137931,12.83,6.861621767241379
2020-09-20,317.998,7.126291079812206,3.799389671361502,12.830000000000002,6.648931924882628
2020-09-21,212.997,6.912009803921569,3.5013480392156864,12.83,6.1273590686274515
2020-09-22,232.243,7.4154205607476635,4.11320093457944,12.83,7.1981016355140195
2020-09-23,179.262,7.583473389355743,4.143529411764706,12.830000000000002,7.188151260504202
2020-09-24,162.861,8.042592592592593,4.6829629629629625,12.83,8.195185185185185
