日期,销量(千克),销售单价(元/千克),批发价格(元/千克),损耗率_品类,成本加成定价
2020-07-01,35.365,11.866666666666667,7.314916666666666,9.45,11.866666666666667
2020-07-02,48.51,13.638750000000002,7.8719375,9.45,13.250625000000003
2020-07-03,42.442,14.323489932885908,8.120671140939598,9.45,13.898489932885907
2020-07-04,47.262,14.091228070175438,8.500233918128655,9.45,14.08048245614035
2020-07-05,73.213,12.87632850241546,7.70792270531401,9.45,12.804468599033815
2020-07-06,40.578,14.227007299270074,8.557883211678833,9.45,14.202317518248174
2020-07-07,52.56,14.030285714285716,8.3636,9.45,13.899685714285713
2020-07-08,43.968,14.369934640522875,8.561960784313726,9.45,14.24191176470588
2020-07-09,37.837,13.669172932330827,8.095714285714285,9.45,13.512781954887217
2020-07-10,41.429,13.237777777777778,8.011037037037037,9.45,12.973425925925925
2020-07-11,52.238,14.372282608695652,8.590489130434783,9.45,14.205203804347825
2020-07-12,55.96,13.957297297297297,8.337945945945945,9.45,13.825878378378379
2020-07-13,42.113,13.982068965517241,8.20896551724138,9.45,13.64006896551724
2020-07-14,44.836,14.235810810810811,8.076756756756756,9.45,13.548902027027026
2020-07-15,42.196,13.446043165467627,7.569496402877698,9.45,12.850557553956834
2020-07-16,53.259,14.364117647058825,8.345117647058824,9.45,13.929617647058823
2020-07-17,51.908,14.610059171597632,8.487869822485207,9.45,14.120710059171595
2020-07-18,71.69200000000001,14.622368421052633,8.694736842105264,9.45,14.301973684210527
2020-07-19,79.821,15.881533101045296,9.45233449477352,9.45,15.605975609756097
2020-07-20,52.617,14.38453038674033,8.321160220994475,9.45,14.011160220994475
2020-07-21,45.905,14.523417721518987,8.419746835443037,9.45,14.172784810126581
2020-07-22,66.678,13.271359223300971,7.980242718446602,9.45,13.197548543689319
2020-07-23,56.759,12.945562130177516,7.677810650887574,9.45,12.872825443786981
2020-07-24,49.201,13.698639455782313,8.064353741496598,9.45,13.552261904761904
2020-07-25,67.013,13.981730769230769,8.343509615384615,9.45,13.842956730769231
2020-07-26,71.295,14.423444976076555,8.679952153110047,9.45,14.30084928229665
2020-07-27,52.777,14.226744186046512,8.474186046511628,9.45,14.007078488372091
2020-07-28,47.728,14.0768115942029,8.346449275362318,9.45,13.850652173913042
2020-07-29,54.315,13.947701149425288,8.24287356321839,9.45,13.766954022988505
2020-07-30,50.774,13.972903225806453,8.29341935483871,9.45,13.697483870967742
2020-07-31,45.587,13.931496062992126,8.286141732283465,9.45,13.627125984251968
2020-08-01,53.797,14.367428571428572,8.639485714285716,9.45,14.084228571428573
2020-08-02,54.961,13.338650306748464,7.8404294478527605,9.45,12.972668711656443
2020-08-03,48.575,14.45430463576159,8.726158940397351,9.45,14.206192052980134
2020-08-04,45.301,14.119285714285715,8.525714285714285,9.45,13.782142857142855
2020-08-05,62.84,14.08659217877095,8.53899441340782,9.45,13.751857541899442
2020-08-06,48.611,14.074193548387097,8.499870967741936,9.45,13.710193548387096
2020-08-07,68.177,14.113966480446928,8.570279329608939,9.45,13.677108938547486
2020-08-08,92.144,12.246396396396396,7.568018018018018,9.449999999999998,11.722916666666668
2020-08-09,73.073,15.017672413793104,9.4625,9.45,14.712467672413792
2020-08-10,36.094,14.926829268292684,8.585121951219513,9.45,14.536158536585363
2020-08-11,40.017,14.12671755725191,8.081526717557251,9.45,13.693301526717557
2020-08-12,34.195,14.840650406504066,8.995934959349594,9.45,14.495731707317072
2020-08-13,35.65,14.847286821705426,9.014496124031009,9.45,14.547073643410851
2020-08-14,53.795,13.643037974683544,8.239556962025317,9.45,13.325680379746835
2020-08-15,58.015,14.260843373493977,8.71843373493976,9.45,13.944623493975904
2020-08-16,55.093,14.710795454545455,8.986193181818182,9.45,14.414161931818182
2020-08-17,47.418,13.685714285714285,8.135285714285715,9.45,13.297714285714285
2020-08-18,45.716,13.609629629629628,8.165259259259258,9.45,13.17772222222222
2020-08-19,50.126,14.057142857142859,8.393181818181818,9.45,13.557970779220778
2020-08-20,54.411,13.806666666666667,8.2888,9.45,13.361799999999999
2020-08-21,50.0,14.080891719745221,8.504076433121018,9.45,13.602770700636942
2020-08-22,49.895,14.22121212121212,8.436181818181819,9.45,13.43169696969697
2020-08-23,55.226,14.807262569832401,9.50804469273743,9.45,14.67981843575419
