日期,销量(千克),销售单价(元/千克),批发价格(元/千克),损耗率_品类,成本加成定价
2020-07-01,4.85,13.973333333333333,8.820666666666666,13.65,13.875833333333334
2020-07-02,4.6,11.971428571428572,7.458571428571429,13.65,11.971428571428572
2020-07-03,9.572000000000001,8.2,5.61,13.65,8.108749999999999
2020-07-05,4.019,10.0,5.419999999999999,13.65,9.485
2020-07-06,3.089,9.972727272727273,5.45,13.65,9.5375
2020-07-07,3.117,10.0,5.46,13.65,9.555
2020-07-08,10.605,13.923076923076923,7.778076923076923,13.650000000000002,13.611634615384615
2020-07-09,2.106,10.0,5.47,13.65,9.5725
2020-07-10,9.025,13.610714285714286,7.601428571428571,13.65,13.279285714285715
2020-07-11,8.928,14.482608695652175,8.219565217391304,13.65,14.214673913043478
2020-07-12,13.994,17.830555555555556,11.746111111111112,13.65,17.609861111111112
2020-07-13,11.605,13.819354838709677,7.838709677419355,13.65,13.516129032258064
2020-07-14,9.007,14.859090909090908,7.498181818181819,13.65,13.121818181818183
2020-07-15,10.238,14.066666666666668,7.195,13.65,12.525833333333333
2020-07-16,11.354,13.863333333333333,7.086666666666667,13.65,12.378166666666667
2020-07-17,10.727,14.137931034482758,7.199310344827587,13.65,12.598793103448276
2020-07-18,10.418,14.049999999999999,7.3625,13.65,12.8046875
2020-07-19,11.124,13.912,7.280399999999999,13.65,12.6685
2020-07-20,9.548,13.308695652173913,7.109565217391305,13.65,11.98521739130435
2020-07-21,12.744,16.599999999999998,9.967586206896552,13.65,15.43491379310345
2020-07-22,10.85,16.353333333333335,8.621333333333332,13.65,14.567333333333332
2020-07-23,30.417,10.443589743589744,5.374102564102564,13.65,9.32673076923077
2020-07-24,11.74,17.26896551724138,9.699310344827586,13.65,16.041379310344826
2020-07-25,10.424,14.356521739130434,7.765217391304348,13.65,13.160869565217391
2020-07-26,12.988,19.208333333333332,11.658888888888889,13.65,18.38888888888889
2020-07-27,17.265,15.784615384615385,10.033333333333333,13.65,15.360576923076923
2020-07-28,13.959,11.952941176470588,7.221764705882354,13.65,11.808676470588235
2020-07-29,18.597,12.276470588235293,7.251470588235295,13.65,11.862132352941176
2020-07-30,10.645,11.965384615384616,7.377692307692309,13.650000000000002,11.845576923076923
2020-07-31,19.062,11.405405405405405,7.496756756756756,13.65,11.220945945945946
2020-08-01,21.432,11.193181818181818,7.557954545454546,13.65,11.040056818181817
2020-08-02,56.154,11.712149532710281,8.038598130841121,13.65,11.649182242990655
2020-08-03,15.555,13.541463414634148,8.72951219512195,13.649999999999999,13.311402439024391
2020-08-04,26.208,13.392156862745098,8.610980392156863,13.65,13.157450980392156
2020-08-05,21.451999999999998,12.799999999999999,8.313157894736841,13.65,12.798026315789473
2020-08-06,19.115000000000002,12.211111111111112,7.981111111111111,13.65,12.1725
2020-08-07,25.415,14.032,9.0568,13.65,13.8554
2020-08-08,27.461,12.836363636363636,8.197272727272727,13.65,12.659772727272728
2020-08-09,25.9,12.645614035087718,8.581228070175438,13.65,12.52982456140351
2020-08-10,30.683,11.68125,7.3946875,13.65,11.6259375
2020-08-11,20.458,12.872340425531915,8.313829787234043,13.650000000000002,12.662500000000001
2020-08-12,27.355,12.336842105263159,7.912105263157895,13.65,12.233026315789473
2020-08-13,19.324,13.154545454545454,8.61909090909091,13.65,12.972045454545453
2020-08-14,29.991,10.282,6.239,13.65,9.97025
2020-08-15,25.642,12.98723404255319,8.657872340425532,13.650000000000002,12.744893617021276
2020-08-16,24.454,10.626923076923077,6.741538461538462,13.650000000000002,10.135576923076924
2020-08-17,15.916,12.4875,8.38125,13.65,12.4875
2020-08-18,21.753,10.263157894736842,7.022105263157894,13.65,10.263157894736842
2020-08-19,17.95,11.045714285714286,7.323142857142857,13.65,11.045714285714286
2020-08-20,22.966,10.816666666666668,7.19,13.65,10.7325
2020-08-21,34.598,9.175925925925927,5.875,13.65,8.884027777777778
2020-08-22,42.772,10.238888888888889,7.007407407407407,13.65,10.165
2020-08-23,46.057,9.760344827586207,6.4862068965517246,13.65,9.50086206896552
2020-08-24,20.305,10.935135135135136,7.048108108108107,13.65,10.611824324324324
2020-08-25,20.062,11.757142857142858,7.674999999999999,13.650000000000002,11.437857142857142
2020-08-26,18.95,11.73846153846154,7.824871794871795,13.65,11.574615384615385
2020-08-27,19.487000000000002,13.171428571428573,7.737142857142857,13.650000000000002,12.81642857142857
2020-08-28,20.997,13.67659574468085,7.928936170212765,13.650000000000002,13.146170212765956
2020-08-29,65.814,8.469090909090909,5.711636363636363,13.65,8.469090909090909
2020-08-30,30.005,10.883870967741935,6.823870967741935,13.65,10.684516129032257
2020-08-31,52.949,9.061363636363636,6.135113636363636,13.65,8.967727272727272
2020-09-01,47.658,9.548051948051949,6.634285714285714,13.649999999999999,9.44012987012987
2020-09-02,17.941,9.347058823529412,6.258823529411764,13.65,9.044117647058824
2020-09-03,15.996,8.774193548387096,5.684193548387097,13.65,8.368709677419355
2020-09-04,16.635,9.405405405405405,5.477567567567567,13.65,8.28195945945946
2020-09-05,42.554,7.934177215189873,5.215569620253165,13.650000000000002,7.692658227848102
2020-09-06,46.963,7.7185185185185174,5.1940740740740745,13.65,7.60074074074074
2020-09-07,38.926,7.85,5.19296875,13.65,7.611132812499999
2020-09-08,19.127,8.0,5.2,13.65,8.0
2020-09-09,12.161,9.0,5.5616666666666665,13.65,8.232916666666666
2020-09-10,14.492,8.642857142857142,5.5753571428571425,13.65,8.149732142857143
2020-09-11,13.364,8.692307692307692,5.4496153846153845,13.650000000000002,8.114807692307691
2020-09-12,16.957,8.0,5.6,13.65,8.0
2020-09-13,18.739,8.952380952380953,5.473333333333334,13.650000000000002,8.292619047619047
2020-09-14,17.361,8.923076923076923,5.564615384615385,13.650000000000002,8.215
2020-09-15,19.219,10.266666666666667,5.777555555555556,13.65,8.990722222222221
2020-09-16,18.818,7.777777777777778,5.780555555555555,13.65,7.510416666666667
2020-09-17,17.437,7.0,5.5,13.65,7.0
2020-09-18,11.389,8.166666666666666,5.786666666666666,13.65,7.895416666666666
2020-09-19,39.431,8.441176470588236,5.686176470588236,13.65,8.331801470588236
2020-09-20,39.551,8.375,5.82125,13.65,8.3028125
2020-09-21,16.289,8.0,5.77,13.65,8.0
2020-09-22,37.808,8.454545454545455,6.00878787878788,13.65,8.454545454545455
2020-09-23,18.629,9.0,7.333333333333333,13.65,9.0
2020-09-24,51.886,8.0,5.678,13.65,8.0
2020-09-25,22.732,9.0,6.111666666666666,13.650000000000002,9.0
2020-09-26,65.744,8.424778761061948,5.960707964601769,13.65,8.424778761061948
2020-09-27,28.289,8.489795918367347,5.981224489795918,13.65,8.489795918367347
2020-09-28,11.860999999999999,8.75,6.078749999999999,13.65,8.75
2020-09-29,24.135,8.5,5.974166666666666,13.65,8.483958333333334
2020-09-30,36.839,8.452830188679245,5.930566037735849,13.65,8.390754716981132
2020-10-01,55.356,8.318181818181818,5.881136363636363,13.65,8.313011363636363
2020-10-02,21.931,8.972972972972974,5.975135135135135,13.65,8.829459459459459
